0.0235305 + 1
0.0305525 - 0
0.0474916 + 1
0.0722229 - 0
0.0792435 + 1
0.0865728 + 2
0.131441 + 3
0.134304 - 2
0.172518 - 1
0.256718 + 2
0.264096 - 1
0.306024 - 0
0.389889 + 1
0.392556 - 0
0.494725 + 1
0.52855 - 0
0.623315 + 1
0.723066 - 0
0.758863 + 1
0.815611 - 0
0.835663 + 1
0.87085 + 2
0.881553 + 3
0.895508 - 2
0.925339 - 1
0.937861 - 0
0.980666 + 1
0.988761 - 0
1.10983 + 1
1.11234 - 0
1.18827 + 1
1.19844 - 0
1.36723 + 1
1.42427 - 0
1.43393 + 1
1.44263 + 2
1.44298 - 1
1.45103 + 2
1.50108 - 1
1.50672 - 0
1.52194 + 1
1.5762 - 0
1.69896 + 1
1.70149 + 2
1.7205 + 3
1.77469 - 2
1.77505 + 3
1.79358 - 2
1.83584 - 1
1.84771 + 2
1.8594 + 3
1.87249 - 2
1.91173 - 1
1.94631 + 2
1.96047 - 1
2.03808 + 2
2.04859 + 3
2.07011 + 4
2.17027 - 3
2.24374 - 2
2.28076 + 3
2.30186 - 2
2.30546 - 1
2.30666 - 0
2.40849 + 1
2.44984 + 2
2.49406 - 1
2.5197 - 0
2.5293 + 1
2.5613 - 0
2.59275 + 1
2.61438 - 0
2.62727 + 1
2.65841 - 0
2.69539 + 1
2.72693 - 0
2.81801 + 1
2.82589 - 0
3.14531 + 1
3.17816 - 0
3.18405 + 1
3.27176 - 0
3.40226 + 1
3.4234 - 0
3.51234 + 1
3.58472 - 0
3.59447 + 1
3.6199 - 0
3.62238 + 1
3.69935 + 2
3.75158 + 3
3.76693 + 4
3.79098 - 3
3.82433 - 2
3.8394 - 1
3.84266 - 0
3.95635 + 1
3.96117 - 0
4.00174 + 1
4.00513 - 0
4.11258 + 1
4.15137 + 2
4.16572 + 3
4.29511 - 2
4.29665 + 3
4.30051 + 4
4.3247 + 5
4.34152 + 6
4.34478 - 5
4.37523 - 4
4.38889 + 5
4.40503 + 6
4.40918 - 5
4.43374 - 4
4.43764 - 3
4.51612 - 2
4.51781 - 1
4.56622 + 2
4.56899 - 1
4.57649 - 0
4.70063 + 1
4.74025 - 0
4.80685 + 1
4.81839 - 0
4.83582 + 1
4.86442 - 0
4.96466 + 1
4.9751 - 0
5.06724 + 1
5.08834 + 2
5.12599 - 1
5.15347 + 2
5.17084 - 1
5.23455 + 2
5.23992 + 3
5.27859 + 4
5.29717 + 5
5.31398 - 4
5.33288 + 5
5.33775 - 4
5.34019 + 5
5.35433 - 4
5.42448 + 5
5.44009 - 4
5.5344 - 3
5.54386 - 2
5.56697 + 3
5.58063 + 4
5.59902 + 5
5.62439 - 4
5.64053 - 3
5.65989 + 4
5.70209 + 5
5.71431 - 4
5.73952 + 5
5.78874 + 6
5.81184 - 5
5.89474 + 6
5.90068 - 5
5.98684 - 4
6.03631 + 5
6.04686 - 4
6.04825 - 3
6.0991 - 2
6.21062 - 1
6.22654 - 0
6.41635 + 1
6.45143 - 0
6.51207 + 1
6.53127 - 0
6.59347 + 1
6.61353 + 2
6.68665 + 3
6.74305 + 4
6.7446 - 3
6.74876 - 2
6.77958 - 1
6.82444 - 0
6.94586 + 1
7.07504 + 2
7.08115 - 1
7.08905 - 0
7.26321 + 1
7.29336 - 0
7.40227 + 1
7.4173 - 0
7.44407 + 1
7.45547 + 2
7.45562 - 1
7.50646 - 0
7.85775 + 1
7.87449 + 2
7.94411 - 1
7.94819 - 0
7.98795 + 1
7.9944 - 0
7.99716 + 1
8.01929 - 0
8.04625 + 1
8.05698 + 2
8.06016 - 1
8.16222 - 0
8.21327 + 1
8.21412 - 0
