0.0252113 + 1
0.0305525 - 0
0.0508839 + 1
0.0722229 - 0
0.0849038 + 1
0.0927565 + 2
0.134304 - 1
0.14083 + 2
0.172518 - 1
0.264096 - 0
0.275055 + 1
0.306024 - 0
0.417738 + 1
0.417851 - 0
0.530062 + 1
0.568171 - 0
0.667837 + 1
0.723066 - 0
0.813067 + 1
0.815611 - 0
0.895353 + 1
0.895508 - 0
0.933054 + 1
0.937861 - 0
0.944521 + 1
0.988761 - 0
1.05071 + 1
1.06277 - 0
1.18911 + 1
1.19844 - 0
1.27314 + 1
1.30042 - 0
1.46488 + 1
1.50108 - 0
1.53635 + 1
1.54567 + 2
1.55467 + 3
1.5762 - 2
1.58059 - 1
1.6005 - 0
1.63065 + 1
1.63082 - 0
1.82032 + 1
1.82303 + 2
1.83584 - 1
1.84339 + 2
1.87249 - 1
1.90184 + 2
1.91173 - 1
1.96047 - 0
1.97969 + 1
1.99221 + 2
2.08533 + 3
2.17027 - 2
2.18366 + 3
2.19492 + 4
2.21797 + 5
2.24374 - 4
2.30186 - 3
2.30546 - 2
2.30666 - 1
2.31092 - 0
2.44367 + 1
2.49406 - 0
2.58053 + 1
2.61438 - 0
2.62483 + 1
2.65841 - 0
2.70996 + 1
2.72693 - 0
2.77794 + 1
2.79717 - 0
2.81493 + 1
2.82589 - 0
2.88792 + 1
2.88799 - 0
3.0193 + 1
3.0287 - 0
3.36998 + 1
3.37305 - 0
3.41148 + 1
3.4234 - 0
3.64528 + 1
3.76322 + 2
3.79098 - 1
3.82433 - 0
3.85122 + 1
3.88112 + 2
3.91677 - 1
3.94663 - 0
3.96359 + 1
4.00513 - 0
4.01955 + 1
4.03327 - 0
4.036 + 1
4.09462 - 0
4.23895 + 1
4.28758 + 2
4.29511 - 1
4.34478 - 0
4.40634 + 1
4.40918 - 0
4.4479 + 1
4.46327 + 2
4.51612 - 1
4.51781 - 0
4.60356 + 1
4.60768 + 2
4.6336 + 3
4.65163 + 4
4.67151 - 3
4.70238 + 4
4.71967 + 5
4.74025 - 4
4.8012 - 3
4.81839 - 2
4.86442 - 1
4.86574 - 0
4.89238 + 1
4.89777 - 0
5.03639 + 1
5.12599 - 0
5.15019 + 1
5.17084 - 0
5.18124 + 1
5.31398 - 0
5.31928 + 1
5.33775 - 0
5.42918 + 1
5.44009 - 0
5.45179 + 1
5.52157 + 2
5.5344 - 1
5.54386 - 0
5.60844 + 1
5.6142 + 2
5.62439 - 1
5.64053 - 0
5.65563 + 1
5.67554 + 2
5.7138 + 3
5.71431 - 2
5.72163 + 3
5.81184 - 2
5.81195 + 3
5.90068 - 2
5.96461 + 3
5.97924 + 4
5.98684 - 3
5.99895 + 4
6.04686 - 3
6.04825 - 2
6.06417 + 3
6.0991 - 2
6.10938 + 3
6.14948 + 4
6.20222 + 5
6.21062 - 4
6.22654 - 3
6.23459 - 2
6.23868 - 1
6.2833 - 0
6.31579 + 1
6.32937 - 0
6.46747 + 1
6.489 - 0
6.87466 + 1
6.90004 - 0
6.97722 + 1
7.06443 + 2
7.08115 - 1
7.08592 + 2
7.08905 - 1
7.16413 - 0
7.16427 + 1
7.16898 - 0
7.2247 + 1
7.29336 - 0
7.44199 + 1
7.44202 - 0
7.5804 + 1
7.5845 - 0
7.78201 + 1
7.81261 - 0
7.93101 + 1
7.94411 - 0
7.97579 + 1
7.988 + 2
7.9944 - 1
8.01929 - 0
8.41901 + 1
8.43696 + 2
8.43993 - 1
8.46359 - 0
8.55852 + 1
8.56839 + 2
8.60031 - 1
8.62098 + 2
8.63247 + 3
8.70598 - 2
8.72886 - 1
8.7986 - 0
8.79994 + 1
8.80376 + 2
8.81642 + 3
8.82309 - 2
8.86014 + 3
8.88305 + 4
8.93656 - 3
8.96857 - 2
9.03524 - 1
9.04801 - 0
9.05176 + 1
9.06566 - 0
9.07512 + 1
9.08602 - 0
9.25162 + 1
9.2957 - 0
9.31936 + 1
9.32423 - 0
9.35444 + 1
9.37204 - 0
9.71174 + 1
9.71802 - 0
9.93574 + 1
9.94579 - 0
10.0387 + 1
10.0447 + 2
10.0453 - 1
10.0914 - 0
10.2958 + 1
10.3016 + 2
10.3455 - 1
10.3483 + 2
10.3508 + 3
10.427 + 4
10.4273 - 3
10.439 - 2
10.4585 + 3
10.4965 + 4
10.5108 + 5
10.5203 + 6
10.5551 + 7
10.566 - 6
10.6011 + 7
10.6041 + 8
10.6073 - 7
10.6245 - 6
10.6525 + 7
10.6543 - 6
10.6765 + 7
10.6935 - 6
10.6984 + 7
10.8119 - 6
10.8164 - 5
10.8481 + 6
10.9138 + 7
10.9167 - 6
10.917 + 7
10.9213 - 6
10.9659 + 7
10.9761 - 6
10.981 - 5
10.9869 - 4
11.0104 + 5
11.0115 + 6
11.0494 - 5
11.102 - 4
11.1071 - 3
11.1375 + 4
11.1561 + 5
11.159 + 6
11.2158 + 7
11.2748 + 8
11.2937 + 9
11.3089 - 8
11.3245 + 9
11.3402 - 8
11.3732 - 7
11.3885 + 8
11.4163 + 9
11.4268 + 10
11.4562 - 9
11.4609 + 10
11.4825 + 11
11.514 - 10
11.5982 - 9
11.6288 - 8
11.6809 - 7
11.7163 - 6
11.8012 + 7
11.8105 - 6
11.8607 - 5
11.9127 + 6
11.9402 + 7
11.9487 + 8
12.0277 - 7
12.0297 + 8
12.0537 + 9
12.0622 - 8
12.0827 - 7
12.0935 - 6
12.1244 - 5
12.1552 - 4
12.1763 + 5
12.1926 - 4
12.2818 - 3
12.283 + 4
12.2857 - 3
12.3331 - 2
12.3595 - 1
12.4081 + 2
12.4278 - 1
12.4399 - 0
12.4558 + 1
12.492 - 0
12.5103 + 1
12.5223 - 0
12.6407 + 1
12.6813 - 0
12.9742 + 1
13.0059 - 0
13.046 + 1
13.1199 - 0
13.1504 + 1
13.1816 - 0
13.2288 + 1
13.2506 - 0
13.2869 + 1
13.3115 - 0
13.3731 + 1
13.3763 - 0
13.5037 + 1
13.5043 - 0
13.6566 + 1
13.659 - 0
13.7195 + 1
13.7464 - 0
13.7807 + 1
13.7997 - 0
13.8284 + 1
13.8452 - 0
14.2973 + 1
14.3049 - 0
14.3083 + 1
14.3155 + 2
14.3264 + 3
14.3568 - 2
14.3778 + 3
14.4094 + 4
14.452 - 3
14.4731 - 2
14.4949 + 3
14.5976 - 2
14.6089 - 1
14.624 - 0
14.6263 + 1
14.6358 - 0
14.7177 + 1
14.7713 - 0
14.7983 + 1
14.8353 - 0
14.9125 + 1
14.9324 - 0
14.9349 + 1
14.9507 + 2
14.9521 - 1
14.9733 - 0
15.1908 + 1
15.225 - 0
15.2963 + 1
15.3155 + 2
15.3675 + 3
15.4221 - 2
15.4592 - 1
15.5236 + 2
15.5462 + 3
15.5504 - 2
15.5642 - 1
15.5922 + 2
15.6569 + 3
15.7089 - 2
15.7553 - 1
15.7647 - 0
15.8522 + 1
15.9139 - 0
16.093 + 1
16.099 - 0
16.1958 + 1
16.2227 - 0
16.2829 + 1
16.3117 - 0
16.4533 + 1
16.4606 - 0
16.491 + 1
16.5002 - 0
16.6267 + 1
16.6314 + 2
16.6389 - 1
16.7386 - 0
16.8506 + 1
16.8684 - 0
16.9041 + 1
16.9138 + 2
16.9268 - 1
16.9369 + 2
16.9497 - 1
16.9555 + 2
16.9741 + 3
16.9911 + 4
17.0806 - 3
17.1142 + 4
17.1755 - 3
17.2331 + 4
17.2393 - 3
17.2763 - 2
17.2811 - 1
17.3327 + 2
17.3334 - 1
17.3733 - 0
17.4908 + 1
17.5086 - 0
17.7565 + 1
17.7887 + 2
17.7924 - 1
17.8023 + 2
17.8442 + 3
17.8481 + 4
17.917 + 5
17.9173 - 4
17.9201 - 3
17.9232 + 4
17.9966 - 3
18.0461 + 4
18.0664 - 3
18.0664 - 2
18.0794 - 1
18.0896 + 2
18.2381 + 3
18.3104 + 4
18.3138 + 5
18.3808 - 4
18.388 + 5
18.3968 - 4
18.4124 - 3
18.4138 + 4
18.4296 - 3
18.5106 + 4
18.5335 - 3
18.534 + 4
18.5368 - 3
18.5388 - 2
18.575 - 1
18.5822 - 0
18.6564 + 1
18.6893 + 2
18.6929 - 1
18.7886 + 2
18.8471 - 1
18.8871 - 0
18.8927 + 1
18.9248 - 0
19.0421 + 1
19.044 + 2
19.046 - 1
19.078 + 2
19.0899 + 3
19.1356 + 4
19.1611 - 3
19.1893 + 4
19.1941 - 3
19.2022 - 2
19.2401 + 3
19.2482 - 2
19.2492 - 1
19.2554 - 0
19.3167 + 1
19.3606 - 0
19.3911 + 1
19.4909 - 0
19.5425 + 1
19.5524 - 0
19.5539 + 1
19.5819 - 0
19.7645 + 1
19.8082 + 2
19.8195 - 1
19.8253 - 0
19.9528 + 1
19.9659 + 2
20.0005 - 1
20.01 - 0
20.067 + 1
20.0673 + 2
20.1062 + 3
20.253 - 2
20.2766 - 1
20.3284 - 0
20.3621 + 1
20.38 + 2
20.384 + 3
20.3891 - 2
20.407 - 1
20.4359 - 0
20.6104 + 1
20.7126 + 2
20.7285 - 1
20.7494 + 2
20.8055 + 3
20.824 + 4
20.8262 - 3
20.8538 - 2
20.9613 - 1
20.9815 + 2
20.9974 - 1
21.0295 - 0
21.0529 + 1
21.0804 - 0
21.0864 + 1
21.1109 + 2
21.1112 + 3
21.1546 - 2
21.1762 - 1
21.1766 + 2
21.2414 - 1
21.2748 - 0
21.3186 + 1
21.4836 - 0
21.5069 + 1
21.5281 - 0
21.5775 + 1
21.6414 + 2
21.6554 - 1
21.7462 - 0
21.7517 + 1
21.7619 + 2
21.8131 + 3
21.8227 + 4
21.828 - 3
21.89 + 4
21.8927 - 3
21.9065 - 2
21.9117 - 1
21.9475 + 2
21.9477 + 3
21.9576 - 2
22.0421 - 1
22.0732 + 2
22.1044 - 1
22.1131 + 2
22.1425 - 1
22.1434 + 2
22.1852 - 1
22.1965 - 0
22.2611 + 1
22.31 - 0
22.3305 + 1
22.3494 + 2
22.3513 + 3
22.3528 + 4
22.4011 + 5
22.4059 + 6
22.4329 - 5
22.4855 + 6
22.4975 - 5
22.5294 - 4
22.573 - 3
22.5747 - 2
22.6399 - 1
22.6501 - 0
22.7396 + 1
22.8836 + 2
22.9192 - 1
22.9361 + 2
23.129 + 3
23.1295 + 4
23.1383 + 5
23.1563 - 4
23.1804 - 3
23.3493 + 4
23.382 - 3
23.4226 + 4
23.4398 + 5
23.4623 - 4
23.5092 + 5
23.5228 + 6
23.6028 - 5
23.6447 - 4
23.6907 - 3
23.6992 + 4
23.763 - 3
23.7719 - 2
23.787 + 3
23.8014 + 4
23.8229 + 5
23.8546 - 4
23.9278 - 3
23.9337 - 2
23.9384 + 3
23.9584 + 4
23.9752 - 3
23.9821 - 2
23.9876 - 1
23.9991 - 0
24.0992 + 1
24.1738 + 2
24.2128 + 3
24.2421 - 2
24.2519 + 3
24.2737 - 2
24.2781 + 3
24.2987 - 2
24.3745 + 3
24.394 - 2
24.4003 + 3
24.4224 - 2
24.4229 - 1
24.4242 - 0
24.4523 + 1
24.473 - 0
24.4808 + 1
24.5747 + 2
24.6231 - 1
24.6854 - 0
24.7106 + 1
24.8667 - 0
24.8671 + 1
24.8821 - 0
25.0309 + 1
25.0358 + 2
25.0389 - 1
25.0712 + 2
25.1126 - 1
25.1503 - 0
25.2218 + 1
25.2528 - 0
25.3963 + 1
25.3977 - 0
25.4326 + 1
25.4745 - 0
25.5859 + 1
25.6393 + 2
25.6615 - 1
25.6628 + 2
25.6645 - 1
25.6927 - 0
25.7569 + 1
25.8092 - 0
25.8373 + 1
25.9416 - 0
25.9663 + 1
26.0024 - 0
26.1048 + 1
26.1158 + 2
26.1674 - 1
26.2964 - 0
26.4173 + 1
26.4223 - 0
26.5851 + 1
26.589 + 2
26.5932 - 1
26.6484 - 0
26.777 + 1
26.8153 + 2
26.839 + 3
26.977 + 4
26.9968 - 3
27.0421 + 4
27.0638 - 3
27.0974 + 4
27.1062 - 3
27.1886 - 2
27.2277 - 1
27.2474 - 0
27.2689 + 1
27.2931 + 2
27.2947 + 3
27.2955 + 4
27.3495 + 5
27.3884 - 4
27.5138 - 3
27.5542 + 4
27.5862 + 5
27.7278 - 4
27.7517 + 5
27.7796 + 6
27.7979 + 7
27.8682 - 6
27.8694 - 5
27.8886 + 6
27.8924 - 5
27.9247 + 6
27.9271 + 7
27.9778 - 6
27.998 + 7
28.1535 - 6
28.1691 + 7
28.2279 - 6
28.2376 - 5
28.2818 - 4
28.305 + 5
28.3247 - 4
28.3911 - 3
28.3925 - 2
28.4184 - 1
28.4221 + 2
28.4517 + 3
28.4772 + 4
28.5293 - 3
28.5437 - 2
28.5547 - 1
28.5702 - 0
28.6705 + 1
28.6712 + 2
28.7328 - 1
28.767 - 0
28.9079 + 1
28.9481 + 2
28.9507 - 1
28.9617 - 0
28.987 + 1
29.0374 + 2
29.0444 - 1
29.0552 + 2
29.0575 - 1
29.1268 - 0
29.1823 + 1
29.2297 + 2
29.2723 + 3
29.2988 + 4
29.3174 - 3
29.3509 + 4
29.3514 - 3
29.3744 - 2
29.4024 - 1
29.437 - 0
29.438 + 1
29.4782 - 0
29.5556 + 1
29.5661 + 2
29.5912 + 3
29.6146 - 2
29.6354 - 1
29.6552 - 0
29.7318 + 1
29.7482 + 2
29.7515 - 1
29.7784 - 0
29.9503 + 1
29.9535 + 2
30.0283 - 1
30.055 - 0
30.0603 + 1
30.0945 + 2
30.1024 - 1
30.227 + 2
30.2571 - 1
30.3013 - 0
30.3546 + 1
30.3554 - 0
30.5824 + 1
30.5936 + 2
30.6011 + 3
30.6255 + 4
30.6412 - 3
30.6465 - 2
30.6469 + 3
30.6669 - 2
30.6773 + 3
30.6886 + 4
30.7141 - 3
30.7248 - 2
30.7295 - 1
30.7595 - 0
30.7731 + 1
30.7852 + 2
30.8089 - 1
30.8282 + 2
30.8634 - 1
30.8939 + 2
30.9238 - 1
30.9487 + 2
30.9702 - 1
30.9874 + 2
30.9973 - 1
31.0083 - 0
31.1712 + 1
31.1903 - 0
31.1944 + 1
31.2313 - 0
31.2825 + 1
31.2927 + 2
31.2958 + 3
31.3219 - 2
31.3453 + 3
31.3637 + 4
31.4125 + 5
31.434 - 4
31.4781 - 3
31.4816 + 4
31.5434 + 5
